City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,severo-kurilsk,92,RU,1534988024,93,50.68,156.12,54.27,2.73
1,darhan,8,MN,1534988024,71,49.49,105.92,72.81,8.55
2,tarakan,48,ID,1534988024,100,3.3,117.63,80.1,4.41
3,komsomolskiy,48,RU,1534987754,72,67.55,63.78,54.46,15.46
4,souillac,0,FR,1534986000,73,45.6,-0.6,71.6,3.36
5,jiuquan,56,CN,1534988025,42,39.73,98.49,68.94,3.74
6,sesheke,0,NA,1534988025,53,-17.47,24.29,49.77,3.74
7,punta arenas,90,CL,1534986000,100,-53.16,-70.91,39.2,14.99
8,clarence town,40,AU,1534986000,48,-32.59,151.78,62.6,11.41
9,mataura,92,NZ,1534987855,100,-46.19,168.86,45.54,7.43
10,magadan,0,RU,1534986000,56,59.56,150.8,68.0,4.47
11,salym,88,RU,1534988027,97,60.06,71.48,56.34,2.39
12,carnarvon,0,ZA,1534988027,66,-30.97,22.13,24.3,2.84
13,puerto ayora,0,EC,1534982400,65,-0.74,-90.35,77.0,14.99
14,arys,0,KZ,1534986000,55,42.43,68.8,62.6,4.47
15,prince rupert,90,CA,1534986000,87,54.32,-130.32,57.2,5.82
16,albany,75,US,1534985640,61,42.65,-73.75,73.04,10.29
17,dikson,8,RU,1534988028,96,73.51,80.55,45.27,9.66
18,kapaa,40,US,1534985760,69,22.08,-159.32,87.98,21.92
19,rikitea,76,PF,1534988030,100,-23.12,-134.97,68.94,22.97
20,rio gallegos,75,AR,1534986000,85,-51.62,-69.22,46.4,10.29
21,kropotkin,0,RU,1534988030,65,45.43,40.58,63.9,9.89
22,butaritari,56,KI,1534988031,100,3.07,172.79,81.63,9.1
23,dahra,0,DZ,1534986000,73,36.25,0.85,77.0,4.7
24,khatanga,0,RU,1534988031,91,71.98,102.47,57.33,4.18
25,stephenville,1,US,1534985700,47,32.22,-98.2,90.86,5.82
26,hobart,20,AU,1534986000,66,-42.88,147.33,50.0,4.7
27,north bend,90,US,1534986900,90,43.41,-124.22,57.92,8.05
28,ponta do sol,64,BR,1534988033,65,-20.63,-46.0,59.85,4.41
29,faya,0,SA,1534986000,68,18.39,42.45,69.8,4.7
30,vryburg,0,ZA,1534988033,71,-26.96,24.73,36.72,3.06
31,hasaki,75,JP,1534984980,70,35.73,140.83,89.6,10.29
32,zhigansk,24,RU,1534988035,61,66.77,123.37,59.49,8.43
33,ushuaia,75,AR,1534982400,86,-54.81,-68.31,41.0,13.87
34,thompson,90,CA,1534986000,56,55.74,-97.86,69.8,20.8
35,margate,20,AU,1534986000,66,-43.03,147.26,50.0,4.7
36,oksfjord,32,NO,1534985400,93,70.24,22.35,44.6,9.17
37,chumikan,92,RU,1534988036,100,54.72,135.31,56.97,4.74
38,kudat,75,MY,1534986000,74,6.89,116.84,86.0,3.36
39,jamestown,92,AU,1534988036,94,-33.21,138.6,47.97,3.96
40,laguna,75,MX,1534984800,66,27.52,-110.01,86.0,2.24
41,abu zabad,0,SD,1534988037,84,12.35,29.25,72.45,8.21
42,saint-joseph,0,FR,1534986000,64,43.56,6.97,77.0,3.36
43,cabo san lucas,20,MX,1534986060,51,22.89,-109.91,87.8,6.93
44,new norfolk,20,AU,1534986000,66,-42.78,147.06,50.0,4.7
45,port alfred,0,ZA,1534988039,100,-33.59,26.89,52.47,7.65
46,kirkwall,92,GB,1534987200,76,58.98,-2.96,53.6,12.75
47,luderitz,0,NA,1534988040,93,-26.65,15.16,49.68,17.72
48,bethel,90,US,1534985580,83,60.79,-161.76,55.04,13.87
49,vao,0,EE,1534988040,72,59.1,26.19,59.04,12.46
50,saldanha,20,PT,1534988041,88,41.42,-6.55,60.39,2.62
51,melo,8,UY,1534988041,84,-32.37,-54.17,36.09,2.73
52,college,75,US,1534985580,55,64.86,-147.8,59.0,3.36
53,prinos,0,GR,1534988042,71,39.57,21.61,53.28,1.61
54,kodiak,1,US,1534985580,81,39.95,-94.76,69.98,3.4
55,cabo rojo,5,PR,1534985400,88,18.09,-67.15,77.0,3.36
56,nuevo ideal,56,MX,1534987749,36,24.89,-105.07,75.52,7.18
57,yumen,48,CN,1534988043,38,40.29,97.04,71.19,6.98
58,khonsa,32,IN,1534988043,87,26.99,95.51,80.55,2.62
59,biloela,0,AU,1534988043,35,-24.4,150.51,72.54,6.87
60,sungaipenuh,44,ID,1534988044,81,-2.08,101.38,74.34,1.72
61,namatanai,68,PG,1534988044,100,-3.66,152.44,80.28,4.63
62,kungurtug,92,RU,1534988044,76,50.6,97.53,58.05,3.18
63,port elizabeth,1,US,1534985760,84,39.31,-74.98,78.08,4.7
64,busselton,64,AU,1534988045,100,-33.64,115.35,58.77,4.97
65,san rafael,0,AR,1534987971,42,-34.61,-68.33,46.35,7.87
66,cape town,90,ZA,1534986000,87,-33.93,18.42,51.8,9.17
67,hovd,75,NO,1534985400,87,63.83,10.7,53.6,14.99
68,isangel,90,VU,1534982400,88,-19.55,169.27,75.2,8.05
69,ancud,80,CL,1534988047,95,-41.87,-73.83,44.37,11.56
70,humenne,8,UA,1534988047,69,49.19,28.7,54.81,7.65
71,natal,20,BR,1534986000,73,-5.81,-35.21,77.0,9.17
72,moron,75,VE,1534986000,94,10.49,-68.2,73.4,2.39
73,kaitangata,92,NZ,1534988103,99,-46.28,169.85,45.72,6.76
74,poya,0,NC,1534988050,100,-21.35,165.16,69.66,11.68
75,yellowknife,75,CA,1534986000,45,62.45,-114.38,48.2,6.93
76,pangai,20,TO,1534986000,69,-19.8,-174.35,82.4,9.17
77,havre-saint-pierre,90,CA,1534986000,93,50.23,-63.6,60.8,10.29
78,takoradi,92,GH,1534988051,96,4.89,-1.75,72.72,6.87
79,bathsheba,75,BB,1534986000,83,13.22,-59.52,80.6,21.92
80,kirksville,1,US,1534985700,62,40.19,-92.58,69.08,4.7
81,pangody,0,RU,1534987784,82,65.85,74.49,51.4,10.42
82,qaanaaq,92,GL,1534988052,100,77.48,-69.36,36.0,4.63
83,hithadhoo,8,MV,1534988053,100,-0.6,73.08,80.37,2.84
84,cambridge,88,GB,1534987200,82,52.2,0.12,66.92,8.05
85,damaturu,76,NG,1534988054,92,11.75,11.96,70.65,10.56
86,carbonear,20,CA,1534986000,93,47.73,-53.24,64.4,6.93
87,nikolskoye,0,RU,1534986000,76,59.7,30.79,55.4,13.42
88,mar del plata,0,AR,1534987932,47,-46.43,-67.52,52.2,17.49
89,charlestown,1,US,1534986900,93,41.38,-71.64,75.92,9.22
90,touros,80,BR,1534988056,88,-5.2,-35.46,75.69,14.03
91,boissevain,1,CA,1534986900,52,49.23,-100.06,68.0,5.82
92,bluff,0,AU,1534988056,27,-23.58,149.07,77.58,6.2
93,kudahuvadhoo,12,MV,1534988057,100,2.67,72.89,82.62,10.67
94,tairua,0,NZ,1534988057,80,-37.02,175.85,53.55,9.66
95,tuatapere,92,NZ,1534988058,100,-46.13,167.69,46.53,9.78
96,bredasdorp,64,ZA,1534986000,71,-34.53,20.04,51.8,2.24
97,silver city,40,US,1534986900,63,32.77,-108.28,70.7,18.34
98,veracruz,40,VE,1534986000,78,7.66,-72.25,77.0,16.11
99,rincon,90,US,1534986900,84,32.3,-81.24,82.4,2.84
100,hermanus,64,ZA,1534988059,100,-34.42,19.24,46.35,2.95
101,toktogul,0,KG,1534988060,68,41.87,72.95,53.55,1.83
102,lebu,92,ET,1534988060,97,8.96,38.73,52.56,2.62
103,mahebourg,40,MU,1534986000,77,-20.41,57.7,64.4,6.93
104,yilan,75,TW,1534984200,70,24.75,121.75,91.4,13.87
105,mumford,76,GH,1534988061,99,5.26,-0.76,71.82,7.2
106,atuona,0,PF,1534988061,100,-9.8,-139.03,80.91,8.88
107,diffa,64,NE,1534988061,80,13.32,12.61,74.61,9.22
108,saskylakh,92,RU,1534988062,92,71.97,114.09,56.16,8.88
109,lompoc,1,US,1534985880,65,34.64,-120.46,73.4,16.11
110,ribeira grande,64,PT,1534988063,100,38.52,-28.7,73.26,10.22
111,dana point,1,US,1534985880,66,33.47,-117.7,87.98,8.05
112,castro,80,CL,1534988063,97,-42.48,-73.76,43.83,12.12
113,upernavik,56,GL,1534988064,92,72.79,-56.15,40.95,5.53
114,kavieng,64,PG,1534988064,100,-2.57,150.8,79.92,4.18
115,barabinsk,92,RU,1534988064,98,55.35,78.35,55.98,18.72
116,port lincoln,92,AU,1534988064,100,-34.72,135.86,53.55,3.96
117,malinovoye ozero,0,RU,1534988065,85,51.68,79.77,61.2,8.21
118,ambatofinandrahana,76,MG,1534988065,100,-20.55,46.8,48.24,2.73
119,puerto del rosario,68,ES,1534986000,88,28.5,-13.86,71.6,11.41
120,pevek,36,RU,1534988066,95,69.7,170.27,46.53,11.56
121,chuy,8,UY,1534988066,92,-33.69,-53.46,41.58,3.4
122,zhezkazgan,75,KZ,1534986000,67,47.8,67.71,62.6,11.18
123,avarua,75,CK,1534986000,60,-21.21,-159.78,75.2,10.29
124,batagay-alyta,92,RU,1534988067,87,67.8,130.41,55.53,4.07
125,baltiysk,0,RU,1534986000,76,54.66,19.91,55.4,6.71
126,parfino,12,RU,1534988068,91,57.97,31.65,53.1,7.31
127,barrow,24,AR,1534987901,50,-38.31,-60.23,50.31,23.64
128,hilo,90,US,1534986660,90,19.71,-155.08,77.0,4.7
129,mackenzie,90,CA,1534986540,33,55.34,-123.09,75.2,9.17
130,lebanon,1,US,1534986900,87,43.64,-72.25,69.08,5.97
131,nishihara,40,JP,1534984500,62,35.74,139.53,87.8,3.36
132,antalaha,100,MG,1534988070,99,-14.9,50.28,68.4,11.23
133,narsaq,20,GL,1534985400,70,60.91,-46.05,42.8,3.36
134,hami,88,CN,1534988070,34,42.84,93.51,81.72,4.74
135,shaoyang,8,CN,1534988071,61,27.23,111.45,86.49,9.44
136,chokurdakh,0,RU,1534988071,76,70.62,147.9,52.47,6.08
137,petropavlovsk-kamchatskiy,20,RU,1534986000,67,53.05,158.65,60.8,8.95
138,leningradskiy,92,RU,1534988072,91,69.38,178.42,43.65,11.23
139,mehamn,12,NO,1534987918,100,71.03,27.85,42.93,5.19
140,vaini,92,IN,1534988072,99,15.34,74.49,71.28,8.43
141,bara,56,NG,1534988073,98,10.41,10.6,68.4,4.63
142,risch,90,CH,1534985400,77,47.13,8.46,69.8,4.7
143,along,68,IN,1534988075,90,28.17,94.8,74.25,1.72
144,vestmanna,56,FO,1534985400,100,62.16,-7.17,50.0,10.29
145,mwinilunga,80,ZM,1534988076,49,-11.73,24.43,65.88,2.73
146,pozo colorado,8,PY,1534988076,93,-23.49,-58.8,46.8,3.06
147,werder,0,DE,1534988077,84,53.49,13.1,55.44,2.73
148,lovington,1,US,1534986900,27,32.94,-103.35,87.8,9.17
149,qasigiannguit,20,GL,1534985400,69,68.82,-51.19,37.4,4.7
150,mackay,5,CA,1534986000,77,53.65,-115.58,71.6,5.82
151,pisco,20,PE,1534986000,82,-13.71,-76.2,62.6,6.93
152,sisimiut,92,GL,1534988078,100,66.94,-53.67,36.81,7.43
153,banda aceh,80,ID,1534988078,100,5.56,95.32,75.33,4.97
154,fortuna,0,ES,1534986000,78,38.18,-1.13,73.4,1.95
155,ouadda,76,CF,1534988079,95,8.07,22.4,64.71,3.06
156,sucua,20,EC,1534988079,90,-2.46,-78.17,61.11,2.95
157,nanortalik,48,GL,1534988080,93,60.14,-45.24,42.03,19.06
158,longyearbyen,75,NO,1534985400,86,78.22,15.63,41.0,4.7
159,araouane,0,ML,1534988080,48,18.9,-3.53,82.08,3.06
160,barra patuca,64,HN,1534988080,88,15.8,-84.28,83.61,14.36
161,wattegama,88,LK,1534988081,96,7.35,80.68,73.53,4.52
162,tuktoyaktuk,75,CA,1534986000,70,69.44,-133.03,42.8,11.41
163,tabou,92,CI,1534988081,100,4.42,-7.36,76.05,13.8
164,arraial do cabo,75,BR,1534986000,94,-22.97,-42.02,71.6,11.41
165,stabat,40,ID,1534986000,83,3.76,98.46,77.0,3.36
166,klaksvik,80,FO,1534985400,100,62.23,-6.59,50.0,10.29
167,alofi,40,NU,1534986000,61,-19.06,-169.92,80.6,10.29
168,sumbawanga,20,TZ,1534986000,87,-7.95,31.62,55.4,8.21
169,lagoa,0,PT,1534986000,50,37.14,-8.45,77.0,4.7
170,bambous virieux,40,MU,1534986000,77,-20.34,57.76,64.4,6.93
171,saint george,0,GR,1534985400,56,39.45,22.34,68.0,4.7
172,hibbing,1,US,1534986900,51,47.43,-92.94,69.98,5.82
173,bandar-e lengeh,0,IR,1534982400,79,26.56,54.88,91.4,9.17
174,viedma,64,AR,1534988085,25,-40.81,-62.99,61.38,23.09
175,port keats,0,AU,1534988086,48,-14.25,129.55,84.69,3.51
176,jinchang,24,CN,1534988086,71,38.52,102.19,67.05,3.96
177,lata,76,IN,1534988086,100,30.78,78.62,61.65,1.39
178,fairbanks,75,US,1534985580,55,64.84,-147.72,59.0,3.36
179,olupona,92,NG,1534988085,98,7.6,4.18,71.82,5.75
180,genhe,0,CN,1534988087,77,50.78,121.52,69.03,4.74
181,dingle,32,PH,1534988088,72,11.0,122.67,85.77,11.45
182,williamsburg,1,US,1534985940,73,37.27,-76.71,75.92,4.41
183,anloga,75,GH,1534986000,94,5.79,0.9,75.2,5.82
184,esperance,40,TT,1534986000,94,10.24,-61.45,77.0,5.82
185,saint-philippe,75,CA,1534986000,68,45.36,-73.48,64.58,12.75
186,provideniya,40,RU,1534986000,76,64.42,-173.23,53.6,13.42
187,dalvik,56,SE,1534985400,82,57.79,14.13,59.0,9.17
188,salalah,90,OM,1534985400,100,17.01,54.1,73.4,3.36
189,inta,80,RU,1534988090,73,66.04,60.13,55.26,3.51
190,naze,75,NG,1534986000,100,5.43,7.07,73.4,3.4
191,juneau,90,US,1534985760,93,58.3,-134.42,62.06,9.17
192,kurumkan,44,RU,1534988091,43,54.33,110.32,65.79,2.39
193,ranong,75,TH,1534986000,100,9.96,98.62,77.0,3.36
194,cockburn town,0,TC,1534988092,97,21.46,-71.14,83.52,19.51
195,norman wells,90,CA,1534986000,70,65.28,-126.83,44.6,11.41
196,hoquiam,90,US,1534985580,93,46.98,-123.89,64.94,10.29
197,georgetown,20,GY,1534986000,100,6.8,-58.16,75.2,4.7
198,ostrovnoy,44,RU,1534988094,94,68.05,39.51,45.27,13.91
199,placido de castro,0,BR,1534988095,92,-10.34,-67.19,67.59,2.06
200,suksun,88,RU,1534988095,100,57.15,57.4,52.83,10.45
201,faanui,48,PF,1534987802,100,-16.48,-151.75,78.39,18.28
202,ust-barguzin,20,RU,1534988096,61,53.41,109.03,73.71,2.95
203,itacare,40,BR,1534982400,94,-14.28,-39.0,71.6,2.24
204,nacogdoches,1,US,1534986900,49,31.6,-94.66,85.46,3.36
205,cape canaveral,1,US,1534985760,90,28.41,-80.6,78.8,12.24
206,puri,20,ID,1534982400,78,-7.54,112.45,75.2,2.24
207,tarnow,20,DE,1534987200,67,53.78,12.02,59.0,3.36
208,jumla,56,NP,1534988098,95,29.28,82.18,42.75,2.62
209,ust-kuyga,80,RU,1534988099,100,70.0,135.55,50.94,4.18
210,rocha,0,UY,1534988099,92,-34.48,-54.34,38.7,5.41
211,tasiilaq,0,GL,1534985400,97,65.61,-37.64,42.8,10.29
212,ribeira brava,20,PT,1534986000,56,32.65,-17.07,71.6,3.36
213,norrtalje,0,SE,1534985400,72,59.76,18.7,66.2,18.34
214,warrington,40,GB,1534987200,82,53.39,-2.59,57.2,3.36
215,noumea,0,NC,1534986000,47,-22.28,166.46,75.2,10.29
216,meadow lake,90,CA,1534982400,56,54.13,-108.44,73.4,6.93
217,chimoio,0,MZ,1534986000,82,-19.11,33.48,60.8,4.7
218,oussouye,0,SN,1534982400,78,12.49,-16.54,80.6,4.7
219,gazojak,0,TM,1534988102,53,41.19,61.4,65.61,3.4
220,balikpapan,20,ID,1534986000,83,-1.24,116.86,82.4,12.75
221,torbay,20,CA,1534986000,93,47.66,-52.73,64.4,6.93
222,elko,1,US,1534985760,2,40.83,-115.76,82.94,9.17
223,sao joao da barra,76,BR,1534988094,96,-21.64,-41.05,73.8,16.26
224,saquena,0,PE,1534988103,93,-4.67,-73.52,73.08,2.62
225,makokou,56,GA,1534987817,94,0.56,12.85,70.83,2.39
226,hambantota,68,LK,1534988103,94,6.12,81.12,81.27,16.93
227,beidao,0,CN,1534988104,58,34.57,105.89,71.46,3.74
228,praia da vitoria,75,PT,1534986000,100,38.73,-27.07,71.6,13.69
229,port blair,56,IN,1534988104,94,11.67,92.75,83.79,16.82
230,awbari,0,LY,1534988105,31,26.59,12.77,81.81,8.21
231,reconquista,0,AR,1534988105,95,-29.14,-59.64,45.45,9.66
232,aklavik,75,CA,1534986000,39,68.22,-135.01,48.2,10.29
233,teya,75,MX,1534984860,78,21.05,-89.07,82.4,6.93
234,edinet,92,MD,1534988106,55,48.17,27.3,69.57,7.31
235,taoudenni,36,ML,1534988107,34,22.68,-3.98,89.28,11.01
236,goundam,44,ML,1534988107,95,16.42,-3.66,72.99,7.2
237,socorro,24,PH,1534988107,81,13.06,121.41,84.15,8.77
238,merrill,90,US,1534985580,18,42.03,-121.6,82.94,13.87
239,vagay,76,RU,1534988108,100,57.94,69.02,53.73,3.96
240,comodoro rivadavia,0,AR,1534986000,33,-45.87,-67.48,59.0,20.8
241,pudozh,88,RU,1534988108,79,61.81,36.54,52.92,7.99
242,sambava,92,MG,1534988109,100,-14.27,50.17,70.47,18.5
243,batesville,1,US,1534985760,71,35.77,-91.64,78.08,4.7
244,itaituba,0,BR,1534982400,74,-4.26,-55.99,82.4,3.74
245,la asuncion,24,EC,1534988111,88,-1.64,-78.74,39.42,0.49
246,east london,0,ZA,1534987989,100,-33.02,27.91,60.12,12.01
247,chipinge,0,ZW,1534987829,84,-20.19,32.62,54.09,2.84
248,cedartown,1,US,1534986900,83,34.01,-85.26,75.92,4.7
249,miranda,40,CO,1534986000,65,3.25,-76.23,77.0,11.41
250,sabang,0,PH,1534988112,76,13.72,123.58,87.57,15.7
251,abong mbang,92,CM,1534988113,97,3.98,13.18,68.58,2.39
